iter	Logloss
456	0.2426986867
457	0.2426723777
458	0.2426494598
459	0.2426335998
460	0.242575535
461	0.2425081309
462	0.242481128
463	0.2424672556
464	0.2424493685
465	0.2424045711
466	0.2423756769
467	0.2423397262
468	0.2423157479
469	0.2422840378
470	0.2422516956
471	0.2422222187
472	0.2421704857
473	0.2421458396
474	0.2421319733
475	0.2421171108
476	0.2420824292
477	0.2420216928
478	0.2419905579
479	0.2419462025
480	0.2419169701
481	0.2418909437
482	0.2418687444
483	0.2418396638
484	0.2417654056
485	0.2417327794
486	0.2416869599
487	0.2416744899
488	0.2416544325
489	0.2416269913
490	0.2415762917
491	0.2415468802
492	0.2415112875
493	0.2414883833
494	0.2414663037
495	0.2414096375
496	0.2413586712
497	0.241320386
498	0.2412774379
499	0.2412444081
500	0.2412224779
501	0.241198133
502	0.2411653315
503	0.2411129109
504	0.2410837735
505	0.2410582644
506	0.2409997588
507	0.2409549084
508	0.2409384768
509	0.2408840784
510	0.240865579
511	0.2408028637
512	0.2407791632
513	0.240719144
514	0.2406850043
515	0.2406538522
516	0.2406272345
517	0.2405805878
518	0.2405417766
519	0.2405274092
520	0.2404846031
521	0.2404541312
522	0.2404272592
523	0.2404022476
524	0.2403457938
525	0.2403231834
526	0.240282713
527	0.2402636655
528	0.2402388156
529	0.2401704029
530	0.2401178823
531	0.2400701331
532	0.2400451734
533	0.2400207075
534	0.2399898183
535	0.2399580872
536	0.23992734
537	0.2397952367
538	0.2397277301
539	0.2397036605
540	0.2396630679
541	0.2396131435
542	0.2395925158
543	0.2395673227
544	0.2395438111
545	0.2395222118
546	0.2394852191
547	0.2394625025
548	0.2394439895
549	0.2394031278
550	0.2393863629
551	0.2393689227
552	0.2393534417
553	0.239321192
554	0.2392914016
555	0.2392675529
556	0.2392322318
557	0.2392139953
558	0.2391739694
559	0.2391486122
560	0.2391307818
561	0.2391022766
562	0.2390892486
563	0.2390487696
564	0.2390223383
565	0.2389906602
566	0.2389381236
567	0.2389153613
568	0.2388636765
569	0.2388424055
570	0.2388127089
571	0.2387825049
572	0.238761608
573	0.2387239573
574	0.2386811661
575	0.2386664591
576	0.2386510361
577	0.2386299393
578	0.2386021018
579	0.2385836271
580	0.2385685523
581	0.2385329089
582	0.2385071183
583	0.2384946373
584	0.2384578013
585	0.2384198001
586	0.2383848801
587	0.238368114
588	0.2382841388
589	0.2382626308
590	0.2382036709
591	0.2381563094
592	0.2381307966
593	0.2380863177
594	0.2380703503
595	0.2380345181
596	0.23801232
597	0.2379983748
598	0.237964677
599	0.237905106
600	0.2378687368
601	0.2378272504
602	0.2378102287
603	0.2377738582
604	0.2377535712
605	0.2377172575
606	0.2376925262
607	0.2376573532
608	0.2375361051
609	0.2375164044
610	0.2374828561
611	0.2374646974
612	0.2374450103
613	0.2374174593
614	0.2373988315
615	0.2373837789
616	0.2373520243
617	0.2373249338
618	0.237286856
619	0.2372701935
620	0.2372502052
621	0.2372310046
622	0.2372145989
623	0.2371884145
624	0.2371706558
625	0.2371507169
626	0.2371282942
627	0.2370932348
628	0.2370706145
629	0.2370404142
630	0.2370085472
631	0.2369905824
632	0.2369423283
633	0.2369214586
634	0.2369016147
635	0.2368676615
636	0.2368550162
637	0.2368236665
638	0.2368196543
639	0.2368049572
640	0.2367750606
641	0.2367581685
642	0.2367223585
643	0.2366822647
644	0.2366458103
645	0.2365911292
646	0.2365585241
647	0.2365360988
648	0.2365116268
649	0.2364832412
650	0.2364260158
651	0.2364087188
652	0.2363796358
653	0.2363668892
654	0.2363114132
655	0.2362645739
656	0.2362493003
657	0.23623795
658	0.2362117854
659	0.2362047016
660	0.236162735
661	0.2361339507
662	0.2360982136
663	0.2360439325
664	0.2360154717
665	0.2359864318
666	0.2359718298
667	0.2359408703
668	0.2358674034
669	0.2358369574
670	0.2357269213
671	0.2357105156
672	0.235689141
673	0.2356659701
674	0.2356457115
675	0.2356236381
676	0.23560972
677	0.2355868256
678	0.235564514
679	0.2355302348
680	0.235505201
681	0.2354875645
682	0.2354656491
683	0.2354438288
684	0.2354270799
685	0.2354056719
686	0.2353434627
687	0.2353246806
688	0.2353101749
689	0.2352841325
690	0.2352606023
691	0.2352423424
692	0.235220211
693	0.2351970203
694	0.2351816875
695	0.2351583277
696	0.2351276324
697	0.2351110563
698	0.2350767389
699	0.2350107384
700	0.2349811863
701	0.2349586944
702	0.2349375037
703	0.2349181388
704	0.2349055182
705	0.2348757623
706	0.23485201
707	0.2348024695
708	0.2347774283
709	0.2347685471
710	0.2347443713
711	0.2347288422
712	0.23469051
713	0.2346771771
714	0.2346601752
715	0.2346439929
716	0.2346140642
717	0.2345786159
718	0.2345683138
719	0.2345432825
720	0.2345000196
721	0.2344542223
722	0.2344353414
723	0.2344251083
724	0.2343910501
725	0.2343626745
726	0.2343454454
727	0.2343077712
728	0.2342833436
729	0.2342621961
730	0.2342378474
731	0.2342259737
732	0.234167694
733	0.2341571339
734	0.2341352568
735	0.2341166993
736	0.2340962037
737	0.2340703884
738	0.2340586912
739	0.234023854
740	0.2340002362
741	0.2339704211
742	0.2339282866
743	0.2338934914
744	0.2338808918
745	0.2338594184
746	0.2338371351
747	0.2338118914
748	0.2337967524
749	0.2337849947
750	0.2337537043
751	0.2337370172
752	0.2337083786
753	0.2336963654
754	0.2336839238
755	0.2336554839
756	0.2336343932
757	0.2336199689
758	0.2336106569
759	0.2335995511
760	0.2335677829
761	0.2335268891
762	0.2335051256
763	0.2334667095
764	0.2334494433
765	0.2334209862
766	0.2333989609
767	0.2333859638
768	0.2333670743
769	0.2333230139
770	0.2332920642
771	0.2332752215
772	0.2332540654
773	0.2332342327
774	0.2332010596
775	0.2331921426
776	0.2331782381
777	0.2331620584
778	0.2331444996
779	0.2331152228
780	0.2330950752
781	0.2330546506
782	0.2330349993
783	0.2330030571
784	0.2329947228
785	0.2329826911
786	0.2329620398
787	0.232926357
788	0.2329015639
789	0.232878672
790	0.2328521025
791	0.2328309846
792	0.2328236194
793	0.2327927154
794	0.2327852959
795	0.2327658829
796	0.2327546005
797	0.2327379788
798	0.2327110352
799	0.232678914
800	0.2326652181
801	0.2326502717
802	0.2326400979
803	0.232622875
804	0.2326090359
805	0.2325887489
806	0.2325773023
807	0.2325171214
808	0.2324924111
809	0.2324698069
810	0.2324359993
811	0.2324047434
812	0.2323911599
813	0.2323841576
814	0.2323669606
815	0.2323559017
816	0.2323260236
817	0.2322968998
818	0.2322822484
819	0.2322582837
820	0.2322444138
821	0.2322101037
822	0.2321925734
823	0.2321710185
824	0.2321605621
825	0.2321526413
826	0.2321333617
827	0.2321147561
828	0.2320776239
829	0.2320379831
830	0.2320078655
831	0.2319776986
832	0.2319400849
833	0.2319105969
834	0.2318936295
835	0.2318787004
836	0.231856922
837	0.2318416966
838	0.2318018904
839	0.2317946548
840	0.2317665606
841	0.2317457131
842	0.2317303062
843	0.2317071736
844	0.2316860014
845	0.2316456631
846	0.2315961671
847	0.2315336295
848	0.2315133227
849	0.231504702
850	0.2314771979
851	0.2314674143
852	0.2314423965
853	0.2314124962
854	0.2313862723
855	0.2313495895
856	0.2313305148
857	0.2313042008
858	0.2312817546
859	0.2312556393
860	0.2312378609
861	0.2312179689
862	0.2311912067
863	0.2311702617
864	0.231136985
865	0.2311018663
866	0.2310944739
867	0.2310681155
868	0.2310460384
869	0.2310347449
870	0.2310036829
871	0.230982191
872	0.2309634138
873	0.2309465748
874	0.2309194534
875	0.2309001984
876	0.2308762745
877	0.230860649
878	0.2308382102
879	0.2308043261
880	0.2307840971
881	0.2307603657
882	0.2307444822
883	0.2307173991
884	0.2306841829
885	0.2306618515
886	0.2306500913
887	0.2306193552
888	0.2306088012
889	0.230602057
890	0.2305807663
891	0.2305593867
892	0.2305397947
893	0.2305106351
894	0.2304953467
895	0.2304704216
896	0.2304511493
897	0.230430724
898	0.2303991435
899	0.2303830366
900	0.2303555263
901	0.2303284852
902	0.2303181472
903	0.2302831014
904	0.2302426977
905	0.2302248513
906	0.2302171738
907	0.2301901685
908	0.2301605768
909	0.2301295012
910	0.2301010317
911	0.2300674513
912	0.2300581985
913	0.2300484197
914	0.2300234168
915	0.2299956559
916	0.2299747307
917	0.2299521017
918	0.2299290308
919	0.2299133535
920	0.2298777769
921	0.229853843
922	0.2298366473
923	0.2298182935
924	0.2298029866
925	0.2297936473
926	0.2297844933
927	0.2297764059
928	0.2297672951
929	0.2297463488
930	0.229722794
931	0.2297116277
932	0.2296904863
933	0.2296770929
934	0.22966815
935	0.2296508962
936	0.2296394533
937	0.2296149294
938	0.2295814428
939	0.2295684345
940	0.2295518462
941	0.2295421378
942	0.2295104771
943	0.229433314
944	0.2294180688
945	0.2293893808
946	0.2293619644
947	0.2293422032
948	0.2293021168
949	0.2292826989
950	0.2292604082
951	0.2292510789
952	0.2292402422
953	0.2292089086
954	0.2291862167
955	0.2291590669
956	0.2291403983
957	0.2291153287
958	0.2291066401
959	0.2290985675
960	0.2290683944
961	0.2290502875
962	0.2290337658
963	0.2290022051
964	0.2289720159
965	0.2289502635
966	0.228940965
967	0.2289196669
968	0.2288963133
969	0.2288831964
970	0.2288719745
971	0.228844342
972	0.2288249969
973	0.2288153738
974	0.2287915079
975	0.2287677987
976	0.2287270037
977	0.2286971243
978	0.2286828458
979	0.2286673537
980	0.228652822
981	0.2286434581
982	0.2286218427
983	0.2286001903
984	0.2285750898
985	0.2285498116
986	0.2285328664
987	0.2285198743
988	0.2284874456
989	0.2284729806
990	0.2284666426
991	0.2284481419
992	0.2284374101
993	0.2284289413
994	0.2284148503
995	0.2283936115
996	0.2283665728
997	0.2283438463
998	0.2283243037
999	0.2283052241
